id_troncon,score_h1,score_h3,score_h5
PAR00665,0.07272,0.15426,0.21663
PAR00666,0.03376,0.0732,0.10418
PAR00667,0.01788,0.03922,0.05624
PAR00668,0.01215,0.02677,0.03851
PAR00669,0.06211,0.13246,0.1866
PAR00670,0.01987,0.04351,0.06234
PAR00671,0.03515,0.07614,0.1083
PAR00672,0.00901,0.01989,0.02868
PAR00673,0.01206,0.02656,0.03822
PAR00674,0.03372,0.0731,0.10404
PAR00675,0.00912,0.02014,0.02903
PAR00676,0.01248,0.02749,0.03954
PAR00677,0.01401,0.03081,0.04428
PAR00678,0.04361,0.09398,0.13322
PAR00679,0.06333,0.13498,0.19008
PAR00680,0.01094,0.02412,0.03473
PAR00681,0.01952,0.04275,0.06125
PAR00682,0.07293,0.15469,0.21723
PAR00683,0.06415,0.13667,0.19241
PAR00684,0.02208,0.04826,0.06905
PAR00685,0.10399,0.21762,0.30322
PAR00686,0.02022,0.04427,0.0634
PAR00687,0.10086,0.21133,0.29467
PAR00688,0.08106,0.17128,0.24
PAR00689,0.11997,0.24954,0.34644
PAR00690,0.11619,0.24202,0.33628
PAR00691,0.02389,0.05215,0.07456
PAR00692,0.03746,0.08101,0.11512
PAR00693,0.03584,0.07759,0.11033
PAR00694,0.09943,0.20845,0.29075
PAR00695,0.01365,0.03004,0.04318
PAR00696,0.04793,0.10302,0.1458
PAR00697,0.13104,0.27149,0.37599
PAR00698,0.02734,0.05953,0.08496
PAR00699,0.09874,0.20707,0.28888
PAR00700,0.05394,0.11555,0.1632
PAR00701,0.04806,0.10328,0.14617
PAR00702,0.01041,0.02297,0.03308
PAR00703,0.06161,0.13143,0.18518
PAR00704,0.01496,0.03289,0.04725
PAR00705,0.08614,0.1816,0.25413
PAR00706,0.03271,0.07097,0.10105
PAR00707,0.03219,0.06986,0.09949
PAR00708,0.02963,0.06442,0.09186
PAR00709,0.01394,0.03066,0.04406
PAR00710,0.02359,0.05151,0.07366
PAR00711,0.05783,0.12361,0.17437
PAR00712,0.06557,0.13959,0.19644
PAR00713,0.02904,0.06315,0.09007
PAR00714,0.02569,0.05601,0.08
PAR00715,0.04281,0.09229,0.13087
PAR00716,0.04747,0.10205,0.14446
PAR00717,0.01902,0.04166,0.05971
PAR00718,0.10551,0.22068,0.30737
PAR00719,0.00988,0.0218,0.03141
PAR00720,0.0067,0.01482,0.0214
PAR00721,0.11759,0.2448,0.34004
PAR00722,0.04,0.08638,0.12262
PAR00723,0.01366,0.03005,0.0432
PAR00724,0.01265,0.02785,0.04006
PAR00725,0.0164,0.036,0.05167
PAR00726,0.01233,0.02716,0.03907
PAR00727,0.01605,0.03525,0.0506
PAR00728,0.10246,0.21456,0.29906
PAR00729,0.01156,0.02548,0.03668
PAR00730,0.05316,0.11392,0.16094
PAR00731,0.02023,0.04427,0.06341
PAR00732,0.01188,0.02618,0.03767
PAR00733,0.08149,0.17216,0.24121
PAR00734,0.05364,0.11492,0.16233
PAR00735,0.08,0.16913,0.23705
PAR00736,0.03429,0.07432,0.10574
PAR00737,0.0521,0.11172,0.15789
PAR00738,0.00899,0.01987,0.02864
PAR00739,0.01657,0.03638,0.05221
PAR00740,0.01086,0.02395,0.03449
PAR00741,0.03604,0.07803,0.11095
PAR00742,0.0488,0.10483,0.14832
PAR00743,0.01119,0.02466,0.03551
PAR00744,0.07328,0.15541,0.21822
PAR00745,0.07001,0.14872,0.20901
PAR00746,0.01196,0.02635,0.03791
PAR00747,0.04986,0.10703,0.15138
PAR00748,0.09221,0.19391,0.27094
PAR00749,0.02165,0.04733,0.06774
PAR00750,0.04376,0.09429,0.13366
PAR00751,0.0213,0.04659,0.0667
PAR00752,0.09525,0.20003,0.2793
PAR00753,0.02005,0.04389,0.06286
PAR00754,0.02909,0.06327,0.09024
PAR00755,0.00704,0.01558,0.02249
PAR00756,0.03618,0.07831,0.11133
PAR00757,0.06324,0.13479,0.18982
PAR00758,0.04258,0.09181,0.1302
PAR00759,0.03073,0.06676,0.09513
PAR00760,0.03127,0.0679,0.09674
PAR00761,0.02698,0.05876,0.08388
PAR00762,0.03499,0.0758,0.10783
PAR00763,0.0229,0.05001,0.07154
PAR00764,0.00976,0.02154,0.03103
PAR00765,0.07995,0.16903,0.23692
PAR00766,0.049,0.10525,0.1489
PAR00767,0.02284,0.0499,0.07138
PAR00768,0.04395,0.09468,0.1342
PAR00769,0.07306,0.15497,0.21761
PAR00770,0.03883,0.08392,0.11919
PAR00771,0.06957,0.1478,0.20776
PAR00772,0.01936,0.0424,0.06075
PAR00773,0.0059,0.01306,0.01887
PAR00774,0.02535,0.05527,0.07897
PAR00775,0.03703,0.08012,0.11387
PAR00776,0.0295,0.06415,0.09146
PAR00777,0.05179,0.11108,0.157
PAR00778,0.0186,0.04077,0.05845
PAR00779,0.06788,0.14434,0.20298
PAR00780,0.01566,0.03439,0.04938
PAR00781,0.03161,0.06864,0.09777
PAR00782,0.08111,0.1714,0.24016
PAR00783,0.08957,0.18856,0.26364
PAR00784,0.0214,0.04681,0.067
PAR00785,0.05983,0.12774,0.18008
PAR00786,0.04545,0.09784,0.1386
PAR00787,0.02012,0.04405,0.0631
PAR00788,0.02423,0.05288,0.07559
PAR00789,0.07357,0.156,0.21903
PAR00790,0.01696,0.03722,0.05341
PAR00791,0.02217,0.04845,0.06933
PAR00792,0.00966,0.02132,0.03072
PAR00793,0.02138,0.04676,0.06693
PAR00794,0.01572,0.03452,0.04956
PAR00795,0.03475,0.0753,0.10712
PAR00796,0.01084,0.02391,0.03442
PAR00797,0.03773,0.08158,0.11592
PAR00798,0.02143,0.04687,0.06709
PAR00799,0.02247,0.0491,0.07024
PAR00800,0.01507,0.03311,0.04756
PAR00801,0.01786,0.03916,0.05616
PAR00802,0.00494,0.01096,0.01584
PAR00803,0.02162,0.04726,0.06765
PAR00804,0.08003,0.16918,0.23712
PAR00805,0.02816,0.06129,0.08745
PAR00806,0.01659,0.03642,0.05227
PAR00807,0.03767,0.08146,0.11574
PAR00808,0.09251,0.19451,0.27176
PAR00809,0.01552,0.0341,0.04897
PAR00810,0.02149,0.04699,0.06726
PAR00811,0.00829,0.01831,0.02642
PAR00812,0.0636,0.13553,0.19083
PAR00813,0.03695,0.07995,0.11364
PAR00814,0.05258,0.11271,0.15926
PAR00815,0.00713,0.01577,0.02277
PAR00816,0.0704,0.14952,0.21012
PAR00817,0.07674,0.16247,0.22792
PAR00818,0.06136,0.13091,0.18446
PAR00819,0.01268,0.02792,0.04016
PAR00820,0.0312,0.06776,0.09654
PAR00821,0.0362,0.07835,0.1114
PAR00822,0.07887,0.16682,0.23389
PAR00823,0.00942,0.02081,0.02999
PAR00824,0.06392,0.1362,0.19176
PAR00825,0.05706,0.12202,0.17216
PAR00826,0.09713,0.20383,0.28447
PAR00827,0.05666,0.12118,0.171
PAR00828,0.17373,0.35495,0.48654
PAR00829,0.04463,0.0961,0.13618
PAR00830,0.09859,0.20677,0.28847
PAR00831,0.06703,0.14259,0.20058
PAR00832,0.02264,0.04947,0.07076
PAR00833,0.02502,0.05458,0.07799
PAR00834,0.10536,0.22036,0.30695
PAR00835,0.01282,0.02822,0.04059
PAR00836,0.05152,0.1105,0.1562
PAR00837,0.04527,0.09744,0.13805
PAR00838,0.01422,0.03128,0.04495
PAR00839,0.01297,0.02854,0.04105
PAR00840,0.00826,0.01825,0.02633
PAR00841,0.00924,0.02041,0.02942
PAR00842,0.13851,0.28622,0.39571
PAR00843,0.06687,0.14226,0.20011
PAR00844,0.02576,0.05616,0.08021
PAR00845,0.25781,0.51299,0.68237
PAR00846,0.03224,0.06997,0.09965
PAR00847,0.05502,0.11777,0.16628
PAR00848,0.08228,0.17376,0.2434
PAR00849,0.01851,0.04056,0.05815
PAR00850,0.01555,0.03417,0.04907
PAR00851,0.02947,0.06408,0.09137
PAR00852,0.01599,0.03511,0.0504
PAR00853,0.04772,0.10257,0.14518
PAR00854,0.05402,0.11571,0.16342
PAR00855,0.07294,0.15471,0.21725
PAR00856,0.08368,0.17662,0.24731
PAR00857,0.01597,0.03508,0.05036
PAR00858,0.01046,0.02307,0.03323
PAR00859,0.03328,0.07217,0.10274
PAR00860,0.05072,0.10884,0.1539
PAR00861,0.09553,0.20059,0.28006
PAR00862,0.01977,0.04329,0.06203
PAR00863,0.10175,0.21312,0.29711
PAR00864,0.0109,0.02404,0.03461
PAR00865,0.04894,0.10513,0.14874
PAR00866,0.03895,0.08416,0.11952
PAR00867,0.10148,0.21258,0.29638
PAR00868,0.04369,0.09413,0.13343
PAR00869,0.09169,0.19285,0.2695
PAR00870,0.05341,0.11445,0.16167
PAR00871,0.02967,0.0645,0.09196
PAR00872,0.05042,0.10822,0.15303
PAR00873,0.07018,0.14906,0.20949
PAR00874,0.00589,0.01305,0.01885
PAR00875,0.03469,0.07516,0.10692
PAR00876,0.0338,0.07328,0.10429
PAR00877,0.04476,0.09639,0.13658
PAR00878,0.00907,0.02003,0.02888
PAR00879,0.03265,0.07084,0.10087
PAR00880,0.03037,0.06599,0.09406
PAR00881,0.0909,0.19126,0.26732
PAR00882,0.04791,0.10297,0.14574
PAR00883,0.1638,0.33572,0.46136
PAR00884,0.01706,0.03744,0.05372
PAR00885,0.01061,0.02341,0.03371
PAR00886,0.04899,0.10523,0.14889
PAR00887,0.03679,0.07961,0.11316
PAR00888,0.02018,0.04417,0.06327
PAR00889,0.11702,0.24366,0.33851
PAR00890,0.02584,0.05633,0.08046
PAR00891,0.04753,0.10218,0.14464
PAR00892,0.0123,0.02709,0.03897
PAR00893,0.01024,0.02259,0.03255
PAR00894,0.01829,0.0401,0.05749
PAR00895,0.04706,0.10119,0.14326
PAR00896,0.05885,0.12573,0.1773
PAR00897,0.05189,0.11127,0.15727
PAR00898,0.0202,0.04422,0.06334
PAR00899,0.01396,0.0307,0.04412
PAR00900,0.02741,0.05969,0.08519
PAR00901,0.03415,0.07402,0.10533
PAR00902,0.0163,0.03578,0.05135
PAR00903,0.01455,0.03198,0.04595
PAR00904,0.05746,0.12285,0.17331
PAR00905,0.01257,0.02769,0.03983
PAR00906,0.02315,0.05056,0.07231
PAR00907,0.05331,0.11423,0.16137
PAR00908,0.03678,0.07959,0.11312
PAR00909,0.0305,0.06627,0.09444
PAR00910,0.04193,0.09044,0.12829
PAR00911,0.03443,0.07462,0.10617
PAR00912,0.03659,0.07918,0.11256
PAR00913,0.01143,0.0252,0.03628
PAR00914,0.03435,0.07444,0.10591
PAR00915,0.07659,0.16218,0.22752
PAR00916,0.03014,0.0655,0.09337
PAR00917,0.01242,0.02736,0.03936
PAR00918,0.03498,0.07578,0.10779
PAR00919,0.14334,0.29573,0.4084
PAR00920,0.04192,0.09041,0.12825
PAR00921,0.0306,0.06649,0.09476
PAR00922,0.04285,0.09237,0.13098
PAR00923,0.0592,0.12644,0.17828
PAR00924,0.02914,0.06337,0.09037
PAR00925,0.06643,0.14137,0.19889
PAR00926,0.05347,0.11456,0.16184
PAR00927,0.05309,0.11377,0.16074
PAR00928,0.0339,0.0735,0.10459
PAR00929,0.0626,0.13348,0.188
PAR00930,0.07929,0.16768,0.23507
PAR00931,0.14416,0.29734,0.41055
PAR00932,0.05614,0.1201,0.1695
PAR00933,0.05204,0.11159,0.15771
PAR00934,0.04263,0.0919,0.13033
PAR00935,0.00983,0.0217,0.03127
PAR00936,0.07012,0.14894,0.20932
PAR00937,0.01205,0.02654,0.03819
PAR00938,0.00424,0.0094,0.0136
PAR00939,0.0587,0.1254,0.17685
PAR00940,0.02987,0.06493,0.09256
PAR00941,0.03997,0.08631,0.12253
PAR00942,0.01474,0.03241,0.04657
PAR00943,0.03091,0.06715,0.09568
PAR00944,0.06271,0.13369,0.1883
PAR00945,0.01657,0.03637,0.0522
PAR00946,0.05861,0.12523,0.17661
PAR00947,0.01558,0.03423,0.04915
PAR00948,0.04337,0.09346,0.1325
PAR00949,0.07067,0.15007,0.21087
PAR00950,0.00991,0.02187,0.03151
PAR00951,0.05164,0.11075,0.15655
PAR00952,0.03059,0.06645,0.09471
PAR00953,0.02415,0.05272,0.07536
PAR00954,0.0238,0.05195,0.07427
PAR00955,0.05168,0.11084,0.15667
PAR00956,0.01663,0.03651,0.0524
PAR00957,0.06206,0.13235,0.18644
PAR00958,0.08109,0.17134,0.24008
PAR00959,0.01093,0.0241,0.0347
PAR00960,0.03865,0.08353,0.11863
PAR00961,0.07231,0.15343,0.2155
PAR00962,0.00856,0.01891,0.02727
PAR00963,0.02579,0.05623,0.08031
PAR00964,0.0321,0.06968,0.09924
PAR00965,0.03243,0.07038,0.10022
PAR00966,0.04758,0.10229,0.14479
PAR00967,0.11645,0.24254,0.33698
PAR00968,0.06669,0.1419,0.19962
PAR00969,0.07064,0.15,0.21078
PAR00970,0.00778,0.0172,0.02481
PAR00971,0.03879,0.08383,0.11906
PAR00972,0.05129,0.11002,0.15553
PAR00973,0.03649,0.07897,0.11226
PAR00974,0.03504,0.07591,0.10798
PAR00975,0.10882,0.2273,0.31636
PAR00976,0.12937,0.26818,0.37153
PAR00977,0.00988,0.0218,0.03142
PAR00978,0.06869,0.14601,0.20528
PAR00979,0.10675,0.22314,0.31072
PAR00980,0.05866,0.12533,0.17675
PAR00981,0.02247,0.0491,0.07024
PAR00982,0.00836,0.01848,0.02665
PAR00983,0.13322,0.2758,0.38176
PAR00984,0.0508,0.10901,0.15413
PAR00985,0.02406,0.05252,0.07507
PAR00986,0.02011,0.04402,0.06305
PAR00987,0.01144,0.02522,0.03631
PAR00988,0.05006,0.10746,0.15198
PAR00989,0.01722,0.03778,0.0542
PAR00990,0.06348,0.13528,0.19049
PAR00991,0.00888,0.01961,0.02827
PAR00992,0.03828,0.08276,0.11756
PAR00993,0.04374,0.09423,0.13358
PAR00994,0.01675,0.03676,0.05275
PAR00995,0.03038,0.06601,0.09409
PAR00996,0.09275,0.19499,0.27242
PAR00997,0.03749,0.08109,0.11523
PAR00998,0.05362,0.11488,0.16227
PAR00999,0.01014,0.02238,0.03224
PAR01000,0.0105,0.02316,0.03335
PAR01001,0.05514,0.11803,0.16664
PAR01002,0.01234,0.02717,0.03909
PAR01003,0.05475,0.11722,0.16552
PAR01004,0.0946,0.19873,0.27751
PAR01005,0.01482,0.03258,0.0468
PAR01006,0.03076,0.06684,0.09524
PAR01007,0.01051,0.02319,0.0334
PAR01008,0.01626,0.0357,0.05124
PAR01009,0.00952,0.02102,0.03029
PAR01010,0.05018,0.10771,0.15232
PAR01011,0.04987,0.10706,0.15142
PAR01012,0.04611,0.0992,0.1405
PAR01013,0.04121,0.08892,0.12616
PAR01014,0.03265,0.07083,0.10086
PAR01015,0.01047,0.0231,0.03327
PAR01016,0.05794,0.12383,0.17467
PAR01017,0.01899,0.0416,0.05962
PAR01018,0.03756,0.08124,0.11543
PAR01019,0.0967,0.20295,0.28327
PAR01020,0.0158,0.03471,0.04983
PAR01021,0.01472,0.03237,0.0465
PAR01022,0.00689,0.01524,0.022
PAR01023,0.0486,0.10442,0.14775
PAR01024,0.04559,0.09812,0.13899
PAR01025,0.08251,0.17423,0.24404
PAR01026,0.01777,0.03897,0.05589
PAR01027,0.0373,0.08069,0.11466
PAR01028,0.10187,0.21336,0.29744
PAR01029,0.01824,0.03998,0.05732
PAR01030,0.04493,0.09674,0.13707
PAR01031,0.1363,0.28188,0.3899
PAR01032,0.01555,0.03416,0.04905
PAR01033,0.01785,0.03915,0.05615
PAR01034,0.08361,0.17648,0.24712
PAR01035,0.03164,0.0687,0.09787
PAR01036,0.03182,0.06908,0.0984
PAR01037,0.01945,0.04259,0.06103
PAR01038,0.15497,0.31851,0.43866
PAR01039,0.00696,0.01539,0.02222
PAR01040,0.02306,0.05037,0.07204
PAR01041,0.01727,0.03788,0.05434
PAR01042,0.01507,0.03312,0.04758
PAR01043,0.01234,0.02717,0.03909
PAR01044,0.05726,0.12242,0.17272
PAR01045,0.01464,0.03219,0.04625
PAR01046,0.07926,0.16762,0.23498
PAR01047,0.05163,0.11073,0.15652
PAR01048,0.03959,0.08551,0.1214
PAR01049,0.03204,0.06955,0.09906
PAR01050,0.01689,0.03706,0.05317
PAR01051,0.10898,0.22762,0.31679
PAR01052,0.01558,0.03423,0.04916
PAR01053,0.02751,0.05989,0.08548
PAR01054,0.0333,0.07221,0.10279
PAR01055,0.03567,0.07724,0.10984
PAR01056,0.02248,0.04912,0.07027
PAR01057,0.06043,0.12899,0.1818
PAR01058,0.00856,0.01892,0.02728
PAR01059,0.0882,0.1858,0.25986
PAR01060,0.02433,0.05309,0.07589
PAR01061,0.0187,0.04098,0.05875
PAR01062,0.01502,0.03301,0.04741
PAR01063,0.0217,0.04746,0.06792
PAR01064,0.05631,0.12046,0.17001
PAR01065,0.03383,0.07335,0.10439
PAR01066,0.06725,0.14304,0.2012
PAR01067,0.01693,0.03714,0.05329
PAR01068,0.03627,0.0785,0.1116
PAR01069,0.00888,0.01962,0.02829
PAR01070,0.04824,0.10366,0.14669
PAR01071,0.02088,0.04567,0.0654
PAR01072,0.0147,0.03231,0.04643
PAR01073,0.03927,0.08484,0.12047
PAR01074,0.03412,0.07396,0.10524
PAR01075,0.05943,0.12691,0.17893
PAR01076,0.03198,0.06941,0.09886
PAR01077,0.03847,0.08315,0.1181
PAR01078,0.03969,0.08574,0.12172
PAR01079,0.01253,0.02759,0.03969
PAR01080,0.11854,0.2467,0.3426
PAR01081,0.01168,0.02573,0.03703
PAR01082,0.10268,0.215,0.29966
PAR01083,0.03715,0.08038,0.11423
PAR01084,0.05894,0.12591,0.17755
PAR01085,0.0692,0.14705,0.20672
PAR01086,0.07046,0.14964,0.21029
PAR01087,0.04515,0.0972,0.13771
PAR01088,0.03751,0.08113,0.11528
PAR01089,0.03058,0.06645,0.0947
PAR01090,0.04469,0.09622,0.13635
PAR01091,0.10634,0.22234,0.30963
PAR01092,0.04374,0.09424,0.13358
PAR01093,0.04121,0.08893,0.12618
PAR01094,0.03958,0.08549,0.12138
PAR01095,0.04877,0.10477,0.14825
PAR01096,0.00952,0.02102,0.03029
PAR01097,0.00517,0.01146,0.01656
PAR01098,0.034,0.0737,0.10488
PAR01099,0.055,0.11775,0.16625
PAR01100,0.01206,0.02658,0.03824
PAR01101,0.04725,0.10158,0.14381
PAR01102,0.09836,0.2063,0.28783
PAR01103,0.05378,0.11521,0.16273
PAR01104,0.02033,0.04449,0.06372
PAR01105,0.00913,0.02017,0.02908
PAR01106,0.09272,0.19494,0.27235
PAR01107,0.0362,0.07836,0.11141
PAR01108,0.00455,0.0101,0.0146
PAR01109,0.0163,0.03578,0.05136
PAR01110,0.00645,0.01429,0.02063
PAR01111,0.01811,0.03971,0.05694
PAR01112,0.04461,0.09606,0.13613
PAR01113,0.03898,0.08423,0.11962
PAR01114,0.1355,0.28029,0.38778
PAR01115,0.11743,0.24448,0.33961
PAR01116,0.0439,0.09458,0.13406
PAR01117,0.02427,0.05296,0.0757
PAR01118,0.02573,0.05608,0.08011
PAR01119,0.0985,0.20658,0.28821
PAR01120,0.01822,0.03994,0.05727
PAR01121,0.04363,0.09402,0.13328
PAR01122,0.01905,0.04174,0.05982
PAR01123,0.05319,0.11397,0.16102
PAR01124,0.03102,0.06737,0.09599
PAR01125,0.03849,0.08319,0.11817
PAR01126,0.00797,0.01762,0.02542
PAR01127,0.0317,0.06882,0.09803
PAR01128,0.09402,0.19756,0.27592
PAR01129,0.09766,0.20489,0.28592
PAR01130,0.07316,0.15518,0.21789
PAR01131,0.03704,0.08014,0.1139
PAR01132,0.02959,0.06433,0.09172
PAR01133,0.01257,0.02769,0.03983
PAR01134,0.04804,0.10324,0.14611
PAR01135,0.03892,0.08411,0.11945
PAR01136,0.01278,0.02814,0.04048
PAR01137,0.05282,0.1132,0.15995
PAR01138,0.05467,0.11706,0.1653
PAR01139,0.01781,0.03905,0.056
PAR01140,0.12614,0.26178,0.36294
PAR01141,0.01132,0.02495,0.03592
PAR01142,0.01201,0.02646,0.03807
PAR01143,0.03587,0.07766,0.11043
PAR01144,0.00948,0.02094,0.03018
PAR01145,0.00879,0.01943,0.02801
PAR01146,0.00992,0.02189,0.03154
PAR01147,0.00793,0.01753,0.02529
PAR01148,0.03653,0.07905,0.11238
PAR01149,0.05177,0.11102,0.15692
PAR01150,0.02513,0.05481,0.07831
PAR01151,0.01164,0.02566,0.03693
PAR01152,0.04051,0.08745,0.12411
PAR01153,0.04378,0.09433,0.13371
PAR01154,0.01662,0.03649,0.05237
PAR01155,0.12242,0.2544,0.35299
PAR01156,0.11354,0.23672,0.32912
PAR01157,0.00716,0.01585,0.02288
PAR01158,0.0184,0.04032,0.05781
PAR01159,0.00695,0.01538,0.02221
PAR01160,0.00977,0.02157,0.03108
PAR01161,0.04289,0.09245,0.1311
PAR01162,0.01051,0.02318,0.03339
PAR01163,0.03103,0.0674,0.09604
PAR01164,0.01155,0.02545,0.03663
PAR01165,0.01091,0.02406,0.03465
PAR01166,0.03376,0.07319,0.10416
PAR01167,0.03672,0.07946,0.11295
PAR01168,0.01887,0.04135,0.05927
PAR01169,0.14021,0.28958,0.40019
PAR01170,0.01842,0.04036,0.05787
PAR01171,0.05179,0.11106,0.15697
PAR01172,0.03642,0.07883,0.11206
PAR01173,0.08523,0.17977,0.25162
PAR01174,0.03479,0.07537,0.10722
PAR01175,0.09205,0.19357,0.27048
PAR01176,0.06773,0.14403,0.20255
PAR01177,0.04501,0.09689,0.13728
PAR01178,0.05026,0.10788,0.15256
PAR01179,0.0244,0.05325,0.07611
PAR01180,0.01689,0.03707,0.05319
PAR01181,0.03714,0.08034,0.11418
PAR01182,0.0744,0.1577,0.22136
PAR01183,0.01834,0.04021,0.05765
PAR01184,0.03138,0.06813,0.09707
PAR01185,0.00876,0.01936,0.02791
PAR01186,0.02336,0.051,0.07294
PAR01187,0.01457,0.03202,0.04601
PAR01188,0.0053,0.01175,0.01698
PAR01189,0.00899,0.01985,0.02862
PAR01190,0.16166,0.33154,0.45587
PAR01191,0.03245,0.07042,0.10027
PAR01192,0.12334,0.25623,0.35546
PAR01193,0.104,0.21765,0.30326
PAR01194,0.03474,0.07527,0.10708
PAR01195,0.04468,0.09622,0.13635
PAR01196,0.0048,0.01065,0.01539
PAR01197,0.01175,0.0259,0.03728
PAR01198,0.09044,0.19032,0.26605
PAR01199,0.04578,0.09852,0.13954
PAR01200,0.0173,0.03795,0.05445
PAR01201,0.06496,0.13834,0.19471
PAR01202,0.06073,0.1296,0.18265
PAR01203,0.01994,0.04365,0.06254
PAR01204,0.0116,0.02556,0.03679
PAR01205,0.00945,0.02088,0.03009
PAR01206,0.04394,0.09466,0.13418
PAR01207,0.17132,0.3503,0.48047
PAR01208,0.01083,0.02387,0.03438
PAR01209,0.11501,0.23965,0.33309
PAR01210,0.08947,0.18835,0.26335
PAR01211,0.06723,0.14301,0.20115
PAR01212,0.06137,0.13092,0.18447
PAR01213,0.08762,0.18461,0.25824
PAR01214,0.09279,0.19507,0.27252
PAR01215,0.06609,0.14067,0.19792
PAR01216,0.05629,0.12042,0.16994
PAR01217,0.00879,0.01943,0.02801
PAR01218,0.03088,0.06709,0.0956
PAR01219,0.13362,0.27658,0.38281
PAR01220,0.09265,0.19478,0.27214
PAR01221,0.04005,0.08649,0.12278
PAR01222,0.06027,0.12866,0.18135
PAR01223,0.17419,0.35585,0.48772
PAR01224,0.09226,0.19401,0.27108
PAR01225,0.06943,0.14753,0.20737
PAR01226,0.01555,0.03417,0.04907
PAR01227,0.03977,0.0859,0.12195
PAR01228,0.01103,0.02431,0.03501
PAR01229,0.01753,0.03844,0.05514
PAR01230,0.04262,0.09189,0.13031
PAR01231,0.0553,0.11836,0.16709
PAR01232,0.01773,0.03887,0.05576
PAR01233,0.03186,0.06917,0.09853
PAR01234,0.00552,0.01224,0.01769
PAR01235,0.01256,0.02765,0.03977
PAR01236,0.06082,0.1298,0.18293
PAR01237,0.00725,0.01605,0.02316
PAR01238,0.03666,0.07932,0.11276
PAR01239,0.00782,0.01728,0.02494
PAR01240,0.05732,0.12255,0.1729
PAR01241,0.04051,0.08745,0.12411
PAR01242,0.12637,0.26225,0.36356
PAR01243,0.02498,0.05448,0.07785
PAR01244,0.06127,0.13073,0.18421
PAR01245,0.03627,0.07851,0.11162
PAR01246,0.06224,0.13272,0.18696
PAR01247,0.05713,0.12215,0.17235
PAR01248,0.08512,0.17954,0.2513
PAR01249,0.02805,0.06106,0.08712
PAR01250,0.03329,0.0722,0.10277
PAR01251,0.00928,0.02049,0.02954
PAR01252,0.04764,0.10241,0.14497
PAR01253,0.04419,0.09519,0.13491
PAR01254,0.05667,0.12121,0.17104
PAR01255,0.09654,0.20263,0.28283
PAR01256,0.05358,0.1148,0.16216
PAR01257,0.02779,0.0605,0.08633
PAR01258,0.0151,0.03319,0.04768
PAR01259,0.06752,0.14359,0.20196
PAR01260,0.01083,0.02389,0.03441
PAR01261,0.04011,0.08661,0.12294
PAR01262,0.05093,0.10928,0.15451
PAR01263,0.07249,0.15379,0.21599
PAR01264,0.07534,0.15963,0.22402
PAR01265,0.04159,0.08973,0.12729
PAR01266,0.01009,0.02227,0.03209
PAR01267,0.05842,0.12484,0.17607
PAR01268,0.06834,0.14529,0.20429
PAR01269,0.05124,0.10993,0.15541
PAR01270,0.01286,0.02832,0.04073
PAR01271,0.04047,0.08737,0.124
PAR01272,0.01779,0.03901,0.05595
PAR01273,0.07711,0.16323,0.22896
PAR01274,0.09554,0.20061,0.28009
PAR01275,0.03609,0.07812,0.11107
PAR01276,0.00894,0.01974,0.02846
PAR01277,0.03834,0.08287,0.11772
PAR01278,0.03192,0.06929,0.09869
PAR01279,0.02404,0.05248,0.07502
PAR01280,0.12224,0.25404,0.35251
PAR01281,0.02851,0.06204,0.0885
PAR01282,0.08464,0.17857,0.24998
PAR01283,0.02238,0.0489,0.06996
PAR01284,0.02271,0.04961,0.07097
PAR01285,0.01974,0.04322,0.06192
PAR01286,0.01188,0.02618,0.03768
PAR01287,0.01488,0.0327,0.04698
PAR01288,0.09455,0.19863,0.27738
PAR01289,0.01123,0.02475,0.03563
PAR01290,0.09076,0.19097,0.26693
PAR01291,0.04601,0.099,0.14021
PAR01292,0.027,0.05881,0.08395
PAR01293,0.04668,0.10041,0.14217
PAR01294,0.02089,0.0457,0.06544
PAR01295,0.07993,0.16898,0.23685
PAR01296,0.01096,0.02416,0.03479
PAR01297,0.05532,0.11841,0.16717
PAR01298,0.01222,0.02693,0.03874
PAR01299,0.01441,0.03168,0.04552
PAR01300,0.05338,0.11437,0.16157
PAR01301,0.02264,0.04946,0.07076
PAR01302,0.01096,0.02417,0.03481
PAR01303,0.09254,0.19457,0.27184
PAR01304,0.02488,0.05427,0.07754
PAR01305,0.0605,0.12913,0.182
PAR01306,0.05222,0.11196,0.15822
PAR01307,0.0383,0.0828,0.11762
PAR01308,0.02883,0.06272,0.08946
PAR01309,0.03228,0.07006,0.09978
PAR01310,0.04852,0.10424,0.1475
PAR01311,0.02904,0.06317,0.09009
PAR01312,0.02676,0.0583,0.08324
PAR01313,0.06851,0.14563,0.20476
PAR01314,0.01077,0.02376,0.03421
PAR01315,0.09612,0.20178,0.28168
PAR01316,0.03822,0.08262,0.11737
PAR01317,0.0575,0.12292,0.17341
PAR01318,0.0169,0.03709,0.05322
PAR01319,0.01514,0.03326,0.04778
PAR01320,0.01775,0.03892,0.05581
PAR01321,0.04847,0.10413,0.14736
PAR01322,0.03415,0.07403,0.10534
PAR01323,0.00958,0.02115,0.03048
PAR01324,0.05198,0.11145,0.15752
PAR01325,0.1035,0.21664,0.30189
PAR01326,0.0055,0.01218,0.01761
PAR01327,0.05699,0.12188,0.17196
PAR01328,0.05271,0.11299,0.15965
PAR01329,0.03127,0.06791,0.09676
PAR01330,0.03263,0.07081,0.10082
